ID, ideology, leadership, name, party, description, introduced_bills_115, cosponsored_bills_115, unique_cosponsors_115, total_cosponsors_115
300083, 0.952513533649, 0.596509060498, Roberts, Republican, conservative Republican, 17, 137, 101, 178
400546, 0.845464945556, 0.727163895684, Thune, Republican, moderate Republican leader, 42, 98, 85, 233
400408, 0.731646524694, 0.54638816056, Toomey, Republican, rank-and-file Republican, 14, 73, 84, 145
300076, 0.120571418986, 0.659946678462, Murray, Democrat, rank-and-file Democrat, 29, 208, 58, 462
412494, 0.749571932278, 0.5, Hoeven, Republican, rank-and-file Republican, 24, 96, 44, 82
412391, 0.582446084318, 0.463954449348, Manchin, Democrat, centrist Democrat, 29, 156, 55, 138
300075, 0.579986319462, 0.451619955264, Murkowski, Republican, centrist Republican, 47, 156, 61, 129
412322, 0.908875646756, 0.300255944353, Risch, Republican, conservative Republican, 16, 139, 65, 110
300043, 0.154312152342, 0.771205591968, Feinstein, Democrat, moderate Democratic leader, 45, 304, 77, 402
412554, 0.509585351481, 0.529469972685, Heitkamp, Democrat, centrist Democrat, 27, 154, 72, 212
300100, 0.189800553352, 0.824839964323, Wyden, Democrat, moderate Democratic leader, 54, 246, 83, 380
412491, 0.787588860862, 0.797662130726, Rubio, Republican, moderate Republican leader, 59, 262, 92, 372
400040, 0.859491160374, 0.482141979938, Boozman, Republican, rank-and-file Republican, 16, 195, 52, 92
300055, 1.0, 0.500112365546, Inhofe, Republican, conservative Republican, 18, 156, 49, 93
400284, 0.768436535749, 0.610766756068, Moran, Republican, rank-and-file Republican, 31, 129, 62, 126
400325, 0.617915163073, 0.788482683884, Portman, Republican, centrist Republican leader, 35, 148, 90, 217
300088, 0.811814813882, 0.384978142538, Sessions, Republican, rank-and-file Republican, 0, 1, 0, 0
300002, 0.678052598131, 0.701007566353, Alexander, Republican, centrist Republican leader, 18, 59, 47, 82
412248, 0.679015070687, 0.563885693896, Corker, Republican, centrist Republican, 13, 38, 84, 130
300047, 0.706310939257, 0.640862424122, Graham, Republican, centrist Republican leader, 15, 91, 84, 211
412496, 0.839784734429, 0.448312974306, Johnson, Republican, rank-and-file Republican, 25, 108, 59, 109
412471, 0.87510536709, 0.525695164728, Scott, Republican, conservative Republican, 17, 107, 50, 106
300019, 0.319703488791, 0.561682219932, Carper, Democrat, rank-and-file Democrat, 14, 140, 52, 129
412200, 0.10426402534, 0.523122427965, Hirono, Democrat, rank-and-file Democrat, 39, 248, 59, 258
412507, 0.104128452789, 0.395838344499, Schatz, Democrat, rank-and-file Democrat, 21, 181, 60, 153
300093, 0.178532152298, 0.463901268785, Stabenow, Democrat, rank-and-file Democrat, 27, 220, 50, 129
412251, 0.914930794093, 0.630406761266, Barrasso, Republican, conservative Republican, 20, 103, 68, 147
412246, 0.24796279772, 0.725669214052, Casey, Democrat, moderate Democratic leader, 46, 221, 69, 216
412390, 0.249680981459, 0.51311791308, Coons, Democrat, rank-and-file Democrat, 29, 316, 69, 141
412243, 0.398748458017, 0.351702598263, McCaskill, Democrat, centrist Democrat, 31, 161, 52, 79
412573, 0.913982049929, 0.513850762106, Cruz, Republican, conservative Republican, 42, 144, 60, 178
412495, 0.878316026005, 0.586819323976, Lee, Republican, conservative Republican, 31, 108, 66, 169
412330, 0.35126445596, 0.330660739246, Bennet, Democrat, centrist Democrat, 30, 192, 53, 118
300018, 0.242688821505, 0.528149749433, Cantwell, Democrat, rank-and-file Democrat, 24, 144, 81, 167
412556, 0.865040379515, 0.38818000692, Fischer, Republican, rank-and-file Republican, 26, 104, 54, 91
412582, 0.255759646967, 0.457387264377, Kaine, Democrat, rank-and-file Democrat, 25, 200, 99, 206
400357, 0.0, 0.403198872451, Sanders, Independent, left-leaning Independent, 19, 169, 38, 119
300065, 0.178336707836, 0.659222298562, Leahy, Democrat, rank-and-file Democrat, 13, 208, 56, 142
300078, 0.42666379825, 0.68530466085, Nelson, Democrat, centrist Democratic leader, 46, 208, 77, 213
400134, 0.827898652878, 0.595252256887, Flake, Republican, rank-and-file Republican, 54, 87, 88, 185
412281, 0.242063567821, 0.216648517098, Heinrich, Democrat, moderate Democratic follower, 20, 183, 42, 82
300072, 0.792421096923, 1.0, McConnell, Republican, moderate Republican leader, 26, 43, 99, 284
300071, 0.734263817303, 0.443069373989, McCain, Republican, rank-and-file Republican, 24, 126, 58, 94
300089, 0.685232653495, 0.198795213688, Shelby, Republican, centrist Republican follower , 7, 37, 2, 3
412269, 0.746817161137, 0.379233281377, Cassidy, Republican, rank-and-file Republican, 37, 114, 74, 147
412464, 0.872070224957, 0.266339211226, Lankford, Republican, lonley conservative Republican follower, 22, 116, 49, 103
412305, 0.334636742174, 0.280790332304, Peters, Democrat, moderate Democratic follower, 26, 245, 62, 115
400061, 0.719530884377, 0.324015488518, Capito, Republican, rank-and-file Republican, 14, 191, 47, 73
412666, 0.858270620539, 0.173298442294, Perdue, Republican, moderate Republican follower, 11, 153, 36, 55
412668, 0.771317347445, 0.100307132655, Tillis, Republican, moderate Republican follower, 12, 170, 31, 37
412549, 0.821073573309, 0.368249092338, Daines, Republican, rank-and-file Republican, 48, 157, 74, 175
412669, 0.848199745709, 0.189370892287, Rounds, Republican, moderate Republican follower, 30, 161, 43, 68
412671, 0.736296212895, 0.230416401603, Sasse, Republican, moderate Republican follower, 3, 53, 44, 61
412508, 0.872113150649, 0.226598171223, Cotton, Republican, lonley conservative Republican follower, 18, 152, 32, 60
412667, 0.778069207497, 0.41033903008, Ernst, Republican, rank-and-file Republican, 21, 127, 67, 159
412406, 0.729930181673, 0.317196690809, Gardner, Republican, rank-and-file Republican, 27, 168, 54, 94
412665, 0.716331617266, 0.307492200749, Sullivan, Republican, rank-and-file Republican, 31, 126, 65, 142
412533, 0.258092646365, 0.194360219575, Duckworth, Democrat, moderate Democratic follower, 31, 219, 57, 129
412681, 0.29648816514, 0.0701573201997, Cortez Masto, Democrat, moderate Democratic follower, 4, 154, 28, 28
400415, 0.18494116631, 0.114613100706, Van Hollen, Democrat, moderate Democratic follower, 12, 256, 38, 59
412678, 0.238261495883, 0.0673596548038, Harris, Democrat, moderate Democratic follower, 15, 187, 21, 36
412680, 0.267340263239, 0.0457114441234, Hassan, Democrat, moderate Democratic follower, 8, 267, 18, 20
412734, 0.689454658915, 0.017807717668, Strange, Republican, centrist Republican follower , 4, 87, 7, 7
412679, 0.669247446959, 0.0649994451592, Kennedy, Republican, centrist Republican follower , 8, 133, 25, 25
412428, 0.612677952609, 0.244408562143, Young, Republican, centrist Republican follower , 18, 118, 78, 126
412742, 0.359909414832, 0.0, Smith, Democrat, centrist Democratic follower, 0, 41, 0, 0
412741, 0.466331012167, 0.00343422511348, Jones, Democrat, centrist Democratic follower, 0, 13, 0, 0
