"govTrack_id","full_name","lastName","middleName","firstName","chamber","party","partyName","state","govTrack_desc","govTrack_ideology","govTrack_leadership","propublica_url","proPub_sponsoredBills","proPub_cosponsoredBills","proPub_votesAgainstParty","proPub_missedVotes","twitter_url","user_id","name","screen_name","location","description","url","verified","statuses_count","followers_count","friends_count","favourites_count","listed_count","account_created_at","account_lang","profile_url","profile_expanded_url","profile_image_url","profile_banner_url","profile_background_url"
412543,"Joseph P. Kennedy III","Kennedy","P.","Joseph","House","D"," Democrat","Mass."," moderate Democratic leader",0.32895505275,0.6567675291,"https://projects.propublica.org/represent/members/K000379-joseph-p-kennedy-iii",11,265,"4.2%","10.2%","https://twitter.com/RepJoeKennedy","x1055907624","Rep. Joe Kennedy III","RepJoeKennedy","","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.","https://t.co/rYNEysanC2",TRUE,3908,555479,672,4,2366,"2013-01-02 19:33:36","en","https://t.co/rYNEysanC2","http://kennedy.house.gov","http://pbs.twimg.com/profile_images/905790687853105153/wp5cZMYl_normal.jpg","https://pbs.twimg.com/profile_banners/1055907624/1506705689","http://pbs.twimg.com/profile_background_images/753614680/bf4994cb7bc6e502beab95cb37f946a5.jpeg"
412684,"Ro Khanna","Khanna","","Ro","House","D"," Democrat","Calif."," moderate Democratic follower",0.294719603092,0.265615779536,"https://projects.propublica.org/represent/members/K000389-ro-khanna",7,453,"5.4%","1.0%","https://twitter.com/RepRoKhanna","x816298918468259841","Rep. Ro Khanna","RepRoKhanna","Silicon Valley, CA","Representing #CA17 in Silicon Valley. Working to create tech & manufacturing jobs locally & across America. No contributions from PACs, lobbyists. Obama alum.","https://t.co/zsSd8FqNef",TRUE,3390,11769,443,917,314,"2017-01-03 15:03:23","en","https://t.co/zsSd8FqNef","https://khanna.house.gov/","http://pbs.twimg.com/profile_images/922552728357916679/XV1OpSRh_normal.jpg","https://pbs.twimg.com/profile_banners/816298918468259841/1489692872",NA
412716,"Ruben Kihuen","Kihuen","","Ruben","House","D"," Democrat","Nev."," centrist Democratic follower",0.406089444089,0.0666931388352,"https://projects.propublica.org/represent/members/K000390-ruben-kihuen",8,194,"6.3%","3.8%","https://twitter.com/RepKihuen","x816282029276938240","Rep. Ruben J. Kihuen","RepKihuen","Las Vegas, NV","Serving the 4th Congressional District of Nevada. Member of @FSCDems, @HispanicCaucus, & @HouseNewDems. First DREAMer to serve in Congress. #NV04 #VegasStrong","https://t.co/hxkQxhi9uP",TRUE,2446,10383,142,702,348,"2017-01-03 13:56:16","en","https://t.co/hxkQxhi9uP","https://kihuen.house.gov/","http://pbs.twimg.com/profile_images/953714217236029442/3q3n22G-_normal.jpg","https://pbs.twimg.com/profile_banners/816282029276938240/1513184749","http://abs.twimg.com/images/themes/theme1/bg.png"
412546,"Dan Kildee","Kildee","","Dan","House","D"," Democrat","Mich."," rank-and-file Democrat",0.328453295349,0.564273614816,"https://projects.propublica.org/represent/members/K000380-dan-kildee",16,217,"6.4%","1.3%","https://twitter.com/RepDanKildee","x1045110018","Rep. Dan Kildee","RepDanKildee","Michigan","Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. Vice Ranking Member, @FSCDems. Proud husband, father & grandfather.","https://t.co/XBl61H6hY5",TRUE,5134,32355,6299,21,881,"2012-12-29 15:05:47","en","https://t.co/XBl61H6hY5","http://www.dankildee.house.gov","http://pbs.twimg.com/profile_images/649229542951772160/myVmWhru_normal.jpg","https://pbs.twimg.com/profile_banners/1045110018/1463690007","http://pbs.twimg.com/profile_background_images/752687162/4e627bfe8183198fa260eab197b1b821.jpeg"
412583,"Derek Kilmer","Kilmer","","Derek","House","D"," Democrat","Wash."," centrist Democrat",0.403624792468,0.553758472718,"https://projects.propublica.org/represent/members/K000381-derek-kilmer",21,428,"6.5%","0.3%","https://twitter.com/RepDerekKilmer","x1058917562","Rep. Derek Kilmer","RepDerekKilmer","","Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP","http://t.co/Gxq1ZBnp",TRUE,1830,22259,140,151,643,"2013-01-03 22:15:02","en","http://t.co/Gxq1ZBnp","http://kilmer.house.gov/","http://pbs.twimg.com/profile_images/3061515311/fbcaf3a229791fc9d7e1de0a5198a2fb_normal.jpeg","https://pbs.twimg.com/profile_banners/1058917562/1436550311","http://abs.twimg.com/images/themes/theme1/bg.png"
400218,"Ron Kind","Kind","","Ron","House","D"," Democrat","Wis."," centrist Democrat",0.514973915971,0.51061582199,"https://projects.propublica.org/represent/members/K000188-ron-kind",19,328,"9.6%","4.4%","https://twitter.com/RepRonKind","x112740986","Rep. Ron Kind","RepRonKind","Washington, DC","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.","http://t.co/SLDLcEvDEk",TRUE,1186,12639,560,2,828,"2010-02-09 15:14:02","en","http://t.co/SLDLcEvDEk","http://www.kind.house.gov","http://pbs.twimg.com/profile_images/1347275814/2010-04-23_normal.jpg","https://pbs.twimg.com/profile_banners/112740986/1361458878","http://pbs.twimg.com/profile_background_images/214894256/Dairy_Farm_at_Sunset.jpg"
400220,"Steve King","King [IA4]","","Steve","House","R"," Republican","Iowa"," conservative Republican leader",0.891167490926,0.807313655782,"https://projects.propublica.org/represent/members/K000362-steve-king",35,199,"3.7%","1.1%","https://twitter.com/SteveKingIA","x48117116","Steve King","SteveKingIA","Washington, DC","U.S. Congress, 4th Congressional District of Iowa #IA04",NA,TRUE,2172,83073,147,37,2293,"2009-06-17 21:09:41","en",NA,NA,"http://pbs.twimg.com/profile_images/562285752105443328/YNSd5Sq5_normal.jpeg",NA,"http://pbs.twimg.com/profile_background_images/754533290/a5a14aee15b600f41c00351b636fa575.jpeg"
400219,"Peter T. King","King [NY2]","T.","Peter","House","R"," Republican","N.Y."," centrist Republican",0.618310012036,0.692835698569,"https://projects.propublica.org/represent/members/K000210-peter-t-king",19,288,"8.3%","2.5%","https://twitter.com/RepPeteKing","x18277655","Rep. Pete King","RepPeteKing","Seaford, New York","Representing New York's 2nd Congressional District","http://t.co/KPR17HxYvl",TRUE,2432,31212,102,121,1629,"2008-12-21 02:49:32","en","http://t.co/KPR17HxYvl","http://peteking.house.gov/","http://pbs.twimg.com/profile_images/1302288285/newptkheadshot_normal.jpg","https://pbs.twimg.com/profile_banners/18277655/1415987985","http://abs.twimg.com/images/themes/theme1/bg.png"
412421,"Adam Kinzinger","Kinzinger","","Adam","House","R"," Republican","Ill."," rank-and-file Republican",0.725250885277,0.724206599528,"https://projects.propublica.org/represent/members/K000378-adam-kinzinger",15,136,"9.4%","0.5%","https://twitter.com/RepKinzinger","x219429281","Adam Kinzinger","RepKinzinger","Channahon, IL","I represent Illinois' 16th District. It's an honor to serve in Congress on @HouseCommerce and @HouseForeign - and to serve as a pilot in the Air National Guard.","https://t.co/GgL4IzZXrZ",TRUE,7035,37746,974,1648,1303,"2010-11-24 21:04:11","en","https://t.co/GgL4IzZXrZ","http://kinzinger.house.gov","http://pbs.twimg.com/profile_images/694232632503201794/JoCP5r3E_normal.png","https://pbs.twimg.com/profile_banners/219429281/1504905657","http://pbs.twimg.com/profile_background_images/378800000163755523/Dp_tUqQn.jpeg"
412614,"Steve Knight","Knight","","Steve","House","R"," Republican","Calif."," rank-and-file Republican",0.680187559564,0.365923783794,"https://projects.propublica.org/represent/members/K000387-steve-knight",16,182,"7.7%","1.1%","https://twitter.com/SteveKnight25","x2974648323","Rep. Steve Knight","SteveKnight25","","Proudly representing California's 25th Congressional District.","https://t.co/JnqzI2oWdw",TRUE,837,4609,22,63,354,"2015-01-12 13:24:19","en","https://t.co/JnqzI2oWdw","https://knight.house.gov/","http://pbs.twimg.com/profile_images/560528293292548096/zPZwgtN3_normal.jpeg","https://pbs.twimg.com/profile_banners/2974648323/1423511957","http://abs.twimg.com/images/themes/theme1/bg.png"
412701,"Raja Krishnamoorthi","Krishnamoorthi","","Raja","House","D"," Democrat","Ill."," centrist Democrat",0.416355064818,0.324633837473,"https://projects.propublica.org/represent/members/K000391-raja-krishnamoorthi",11,210,"5.8%","0.3%","https://twitter.com/congressmanraja","x814179031956488192","Raja Krishnamoorthi","CongressmanRaja","Schaumburg, IL","Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District.","https://t.co/zHGbk8wDWc",TRUE,2174,9860,1450,960,265,"2016-12-28 18:39:42","en","https://t.co/zHGbk8wDWc","https://krishnamoorthi.house.gov/","http://pbs.twimg.com/profile_images/817454739910750209/-LvcQa9a_normal.jpg","https://pbs.twimg.com/profile_banners/814179031956488192/1483562500",NA
412557,"Ann McLane Kuster","Kuster","McLane","Ann","House","D"," Democrat","N.H."," rank-and-file Democrat",0.372707244765,0.38051741344,"https://projects.propublica.org/represent/members/K000382-ann-mclane-kuster",17,336,"8.4%","0.9%","https://twitter.com/RepAnnieKuster","x1058717720","Ann McLane Kuster","RepAnnieKuster","NH's 2nd District","Honored to serve the people of New Hampshire’s Second District in Congress.","http://t.co/1ApjVskz3y",TRUE,3365,18082,2514,361,682,"2013-01-03 20:29:22","en","http://t.co/1ApjVskz3y","http://kuster.house.gov/","http://pbs.twimg.com/profile_images/859420869008994304/SGpr9ua7_normal.jpg","https://pbs.twimg.com/profile_banners/1058717720/1359664710","http://abs.twimg.com/images/themes/theme1/bg.png"
412724,"David Kustoff","Kustoff","","David","House","R"," Republican","Tenn."," centrist Republican follower ",0.59786293449,0.202428323375,"https://projects.propublica.org/represent/members/K000392-david-kustoff",8,83,"2.3%","0.5%","https://twitter.com/repdavidkustoff","x816012124505931780","Rep. David Kustoff","RepDavidKustoff","TN-08/Washington, DC","Official news and updates from Congressman David Kustoff (R-Tenn.), Proudly serving the 8th District of Tennessee","https://t.co/ZB6hjscM8M",TRUE,501,3883,490,39,153,"2017-01-02 20:03:46","en","https://t.co/ZB6hjscM8M","http://kustoff.house.gov","http://pbs.twimg.com/profile_images/837085695479070721/yqIFqepO_normal.jpg","https://pbs.twimg.com/profile_banners/816012124505931780/1484691827","http://abs.twimg.com/images/themes/theme1/bg.png"
412419,"Raul Labrador","Labrador","","Raul","House","R"," Republican","Idaho"," rank-and-file Republican",0.761002806243,0.663457310934,"https://projects.propublica.org/represent/members/L000573-ra%C3%BAl-labrador",9,97,"5.9%","8.3%","https://twitter.com/Raul_Labrador","x246341769","Raúl R. Labrador","Raul_Labrador","Eagle, Idaho","Proudly serving Idaho's beautiful 1st Congressional District.","http://t.co/6B5v8If4F2",TRUE,2092,21667,665,52,992,"2011-02-02 16:26:52","en","http://t.co/6B5v8If4F2","http://labrador.house.gov/","http://pbs.twimg.com/profile_images/807285029843902465/c1yQwsg9_normal.jpg","https://pbs.twimg.com/profile_banners/246341769/1361756812","http://pbs.twimg.com/profile_background_images/444368439/district2.jpg"
412674,"Darin M. LaHood","LaHood","M.","Darin","House","R"," Republican","Ill."," rank-and-file Republican",0.675957075045,0.362550236371,"https://projects.propublica.org/represent/members/L000585-darin-m-lahood",8,123,"7.0%","0.6%","https://twitter.com/RepLaHood","x3686482216","Darin LaHood","RepLaHood","IL-18 Congressional District","Proudly representing the 18th Congressional District of Illinois.","https://t.co/4Vsi29h4ty",TRUE,948,7549,344,682,291,"2015-09-17 14:16:48","en","https://t.co/4Vsi29h4ty","https://lahood.house.gov/","http://pbs.twimg.com/profile_images/884784404098428929/vAzowMaE_normal.jpg","https://pbs.twimg.com/profile_banners/3686482216/1458225244","http://abs.twimg.com/images/themes/theme1/bg.png"
412510,"Doug LaMalfa","LaMalfa","","Doug","House","R"," Republican","Calif."," conservative Republican",0.951302344671,0.503271728481,"https://projects.propublica.org/represent/members/L000578-doug-lamalfa",12,246,"3.1%","2.7%","https://twitter.com/RepLaMalfa","x1069124515","Rep. Doug LaMalfa","RepLaMalfa","Northern California","Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties","http://t.co/zhUYypSZHQ",TRUE,440,11786,980,79,523,"2013-01-07 20:07:58","en","http://t.co/zhUYypSZHQ","http://LaMalfa.house.gov","http://pbs.twimg.com/profile_images/532998035416969216/vtCyv9Ze_normal.jpeg","https://pbs.twimg.com/profile_banners/1069124515/1412866084","http://abs.twimg.com/images/themes/theme1/bg.png"
412191,"Doug Lamborn","Lamborn","","Doug","House","R"," Republican","Colo."," conservative Republican leader",0.888488556507,0.7564712751,"https://projects.propublica.org/represent/members/L000564-doug-lamborn",17,204,"3.1%","1.0%","https://twitter.com/RepDLamborn","x584012853","Rep. Doug Lamborn","RepDLamborn","Colorado Springs, CO","Honored to represent Colorado's Fifth District in the House of Representatives. Member of the House Armed Services Committee and @NatResources","https://t.co/aVNY6LkLMd",TRUE,4083,15003,1013,714,781,"2012-05-18 16:01:17","en","https://t.co/aVNY6LkLMd","http://lamborn.house.gov","http://pbs.twimg.com/profile_images/938793231453581313/Y6vJ-Ci6_normal.jpg","https://pbs.twimg.com/profile_banners/584012853/1508967511","http://abs.twimg.com/images/themes/theme1/bg.png"
412290,"Leonard Lance","Lance","","Leonard","House","R"," Republican","N.J."," rank-and-file Republican",0.698156289422,0.655468340908,"https://projects.propublica.org/represent/members/L000567-leonard-lance",19,199,"13.8%","0.3%","https://twitter.com/RepLanceNJ7","x613725908","Rep. Leonard Lance","RepLanceNJ7","","Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f","http://t.co/nARbDjLrTt",TRUE,1670,14186,310,131,637,"2012-06-20 20:19:40","en","http://t.co/nARbDjLrTt","http://lance.house.gov","http://pbs.twimg.com/profile_images/491966223458893824/zHwfK2U8_normal.jpeg","https://pbs.twimg.com/profile_banners/613725908/1406128698","http://abs.twimg.com/images/themes/theme1/bg.png"
400230,"Jim Langevin","Langevin","","Jim","House","D"," Democrat","R.I."," rank-and-file Democrat",0.27571760745,0.53495939283,"https://projects.propublica.org/represent/members/L000559-jim-langevin",25,342,"5.3%","1.5%","https://twitter.com/JimLangevin","x18909919","Jim Langevin","JimLangevin","Warwick, RI and Washington, DC","Congressman for Rhode Island's   Second District","http://t.co/b5flQt30hG",TRUE,9528,20682,4399,2588,972,"2009-01-12 18:36:58","en","http://t.co/b5flQt30hG","http://Langevin.house.gov/","http://pbs.twimg.com/profile_images/601406584728748033/7161SuAe_normal.jpg","https://pbs.twimg.com/profile_banners/18909919/1435155647","http://abs.twimg.com/images/themes/theme1/bg.png"
400232,"Rick Larsen","Larsen","","Rick","House","D"," Democrat","Wash."," rank-and-file Democrat",0.319444094597,0.430693468747,"https://projects.propublica.org/represent/members/L000560-rick-larsen",9,202,"5.3%","3.9%","https://twitter.com/RepRickLarsen","x404132211","Rep. Rick Larsen","RepRickLarsen","Washington's 2nd District","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee","http://t.co/2eHh43tMLB",TRUE,7218,16678,5178,1194,682,"2011-11-03 13:59:42","en","http://t.co/2eHh43tMLB","http://larsen.house.gov","http://pbs.twimg.com/profile_images/804085552064720896/HGM6mA6m_normal.jpg","https://pbs.twimg.com/profile_banners/404132211/1490725185","http://abs.twimg.com/images/themes/theme1/bg.png"
400233,"John B. Larson","Larson","B.","John","House","D"," Democrat","Conn."," moderate Democratic leader",0.384662069089,0.695455626485,"https://projects.propublica.org/represent/members/L000557-john-b-larson",6,218,"5.7%","6.3%","https://twitter.com/RepJohnLarson","x50452197","Rep. John Larson","RepJohnLarson","Hartford, CT","Member of Congress representing the First  District of Connecticut.","https://t.co/2WXsNSQ5rW",TRUE,2705,22199,464,34,951,"2009-06-24 21:47:31","en","https://t.co/2WXsNSQ5rW","http://larson.house.gov","http://pbs.twimg.com/profile_images/900152406318751745/8D0JLI4-_normal.jpg","https://pbs.twimg.com/profile_banners/50452197/1473957187","http://pbs.twimg.com/profile_background_images/170274988/Twitter_new_BG.jpg"
412256,"Robert E. Latta","Latta","E.","Robert","House","R"," Republican","Ohio"," conservative Republican leader",0.895911908674,0.74674969037,"https://projects.propublica.org/represent/members/L000566-robert-e-latta",22,133,"3.7%","0.0%","https://twitter.com/BobLatta","x15394954","U.S. Rep. Bob Latta","boblatta","ÜT: 41.052377,-82.130057","Representing #OH5. Deputy Whip. Member of @HouseCommerce Committee. Chairman of the Digital Commerce & Consumer Protection Subcommittee.","http://t.co/dSKBcpo6FL",TRUE,6205,34793,5833,482,1316,"2008-07-11 18:33:24","en","http://t.co/dSKBcpo6FL","http://latta.house.gov","http://pbs.twimg.com/profile_images/621369511636135937/Zk5PgsWw_normal.jpg","https://pbs.twimg.com/profile_banners/15394954/1436980975","http://pbs.twimg.com/profile_background_images/33494886/latta-twt.gif"
412638,"Brenda Lawrence","Lawrence","","Brenda","House","D"," Democrat","Mich."," rank-and-file Democrat",0.291552965548,0.377101586157,"https://projects.propublica.org/represent/members/L000581-brenda-lawrence",20,234,"5.1%","3.3%","https://twitter.com/RepLawrence","x2863006655","Brenda Lawrence","RepLawrence","Washington, DC","Congresswoman for Michigan's 14th District: Detroit, Southfield, Oakland and Wayne Counties. Instagram: Repbrendalawrence, Facebook: Rep.BLawrence","https://t.co/jik2CxOIWT",TRUE,3589,10433,1130,1588,437,"2014-11-05 18:46:39","en","https://t.co/jik2CxOIWT","https://lawrence.house.gov/","http://pbs.twimg.com/profile_images/880874853871517697/cUP4kkII_normal.jpg","https://pbs.twimg.com/profile_banners/2863006655/1444760384","http://abs.twimg.com/images/themes/theme1/bg.png"
412693,"Al Lawson","Lawson","","Al","House","D"," Democrat","Fla."," centrist Democratic follower",0.407803054255,0.263768080592,"https://projects.propublica.org/represent/members/L000586-al-lawson",14,200,"9.1%","9.3%","https://twitter.com/RepAlLawsonJr","x818472418620608512","US Rep. Al Lawson Jr","RepAlLawsonJr","Tallahassee, FL/ Jacksonville, FL","This is the official twitter account for U.S. Rep. Al Lawson, Jr., FL-5","https://t.co/JthwHkp948",TRUE,486,2766,759,169,149,"2017-01-09 15:00:05","en","https://t.co/JthwHkp948","https://lawson.house.gov","http://pbs.twimg.com/profile_images/818493713991213056/U3FMB3nB_normal.jpg","https://pbs.twimg.com/profile_banners/818472418620608512/1484679432","http://abs.twimg.com/images/themes/theme1/bg.png"
400199,"Barbara Lee","Jackson Lee","","Barbara","House","D"," Democrat","Calif."," progressive Democrat",0.161007626971,0.603095255443,"https://projects.propublica.org/represent/members/L000551-barbara-lee",43,541,"6.4%","1.6%","https://twitter.com/RepBarbaraLee","x248735463","Rep. Barbara Lee","RepBarbaraLee","Washington, DC and Oakland, CA","Progressive Democrat representing the #EastBay in Congress. Promoting economic & racial justice, peace, & human rights. Proud member of the #resistance.","https://t.co/hfpx6kAg4s",TRUE,7239,173264,16417,3079,2658,"2011-02-07 16:28:28","en","https://t.co/hfpx6kAg4s","https://lee.house.gov/","http://pbs.twimg.com/profile_images/831276027674558470/o7pTafU9_normal.jpg","https://pbs.twimg.com/profile_banners/248735463/1438096272","http://pbs.twimg.com/profile_background_images/378800000180650221/0ojQYjvf.jpeg"
400237,"Sheila Jackson Lee","Lee","Jackson","Sheila","House","D"," Democrat","Texas"," progressive Democratic leader",0,0.704900910112,"https://projects.propublica.org/represent/members/J000032-sheila-jackson-lee",51,488,"6.6%","3.2%","https://twitter.com/JacksonLeeTX18","x80612021","Sheila Jackson Lee","JacksonLeeTX18","Houston, TX","Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives.","https://t.co/5K4lQ3yBcP",TRUE,5211,53261,2269,5983,1477,"2009-10-07 16:13:13","en","https://t.co/5K4lQ3yBcP","http://www.jacksonlee.house.gov","http://pbs.twimg.com/profile_images/610488975061590016/E5Si4P-N_normal.jpg","https://pbs.twimg.com/profile_banners/80612021/1437486181","http://pbs.twimg.com/profile_background_images/449612072267964416/K_VKw520.jpeg"
400238,"Sander M. Levin","Levin","M.","Sander","House","D"," Democrat","Mich."," rank-and-file Democrat",0.262698956651,0.487686235374,"https://projects.propublica.org/represent/members/L000263-sander-m-levin",10,171,"4.8%","0.0%","https://twitter.com/RepSandyLevin","x25781141","Sandy Levin","repsandylevin","","I represent Michigan’s 9th Congressional District and am the Ranking Member of the House Ways and Means Subcommittee on Health.","http://t.co/37D2qhVvNn",TRUE,3086,26570,17751,420,1204,"2009-03-22 04:32:56","en","http://t.co/37D2qhVvNn","http://levin.house.gov/","http://pbs.twimg.com/profile_images/654400470887239680/5c3vUQZZ_normal.jpg","https://pbs.twimg.com/profile_banners/25781141/1348076617","http://pbs.twimg.com/profile_background_images/6605591/sandytwitter.gif"
400240,"John Lewis","Lewis [GA5]","","John","House","D"," Democrat","Ga."," progressive Democratic leader",0.205477534218,0.633294003188,"https://projects.propublica.org/represent/members/L000287-john-lewis",36,271,"5.5%","4.2%","https://twitter.com/RepJohnLewis","x29450962","John Lewis","repjohnlewis","Atlanta, GA","Congressman, Georgia's Fifth Congressional District","http://t.co/jkhd3kZYNd",TRUE,1837,856643,147,1676,5139,"2009-04-07 13:49:52","en","http://t.co/jkhd3kZYNd","http://johnlewis.house.gov","http://pbs.twimg.com/profile_images/751446634429575169/KWfWsq0W_normal.jpg","https://pbs.twimg.com/profile_banners/29450962/1363708574","http://pbs.twimg.com/profile_background_images/110674807/P1040022c.JPG"
412711,"Jason Lewis","Lewis [MN2]","","Jason","House","R"," Republican","Minn."," centrist Republican follower ",0.583605429292,0.119653711962,"https://projects.propublica.org/represent/members/L000587-jason-lewis",6,85,"3.8%","0.1%","https://twitter.com/RepJasonLewis","x816047090849746945","Jason Lewis","RepJasonLewis","","Proudly representing #MN02. 

Fighting for a better future for our kids and a government that works for you.","https://t.co/wc5GLQ9gpP",TRUE,742,5759,83,167,230,"2017-01-02 22:22:42","en","https://t.co/wc5GLQ9gpP","http://jasonlewis.house.gov","http://pbs.twimg.com/profile_images/816364935533858816/2WXOUSqf_normal.jpg","https://pbs.twimg.com/profile_banners/816047090849746945/1483456242",NA
412616,"Ted Lieu","Lieu","","Ted","House","D"," Democrat","Calif."," rank-and-file Democrat",0.271476543546,0.605723052545,"https://projects.propublica.org/represent/members/L000582-ted-lieu",21,428,"5.6%","9.6%","https://twitter.com/RepTedLieu","x3044993235","Rep. Ted Lieu","RepTedLieu","Los Angeles, CA & Washington, DC","Official Twitter account for the Office of Rep. @TedLieu, serving #CA33 in the U.S. House of Representatives • https://t.co/cSZYg2t9ap • https://t.co/oA7bA0mWrM","https://t.co/pBjTY8HPFz",TRUE,3747,96954,5250,363,956,"2015-02-19 20:08:54","en","https://t.co/pBjTY8HPFz","http://www.lieu.house.gov","http://pbs.twimg.com/profile_images/847301145571639296/mOv9vxTq_normal.jpg","https://pbs.twimg.com/profile_banners/3044993235/1517513779","http://abs.twimg.com/images/themes/theme1/bg.png"
400630,"Daniel Lipinski","Lipinski","","Daniel","House","D"," Democrat","Ill."," centrist Democrat",0.49974440696,0.530909603393,"https://projects.propublica.org/represent/members/L000563-daniel-lipinski",16,296,"11.7%","0.8%","https://twitter.com/RepLipinski","x1009269193","Rep. Daniel Lipinski","RepLipinski","","Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j","http://t.co/CHbyJlgm",TRUE,2081,11101,891,622,567,"2012-12-13 17:03:06","en","http://t.co/CHbyJlgm","http://www.lipinski.house.gov/","http://pbs.twimg.com/profile_images/2971346902/d1cb42b1effd617fc324380327c90c99_normal.jpeg","https://pbs.twimg.com/profile_banners/1009269193/1374164575","http://pbs.twimg.com/profile_background_images/378800000027020768/29b954dc365051bcbbf37ac39dc5a466.jpeg"
400244,"Frank A. LoBiondo","LoBiondo","A.","Frank","House","R"," Republican","N.J."," centrist Republican",0.602682185332,0.422290967123,"https://projects.propublica.org/represent/members/L000554-frank-a-lobiondo",7,162,"17.1%","1.0%","https://twitter.com/RepLoBiondo","x241207373","Frank LoBiondo","RepLoBiondo","#SouthJersey","Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee & CIA Subcommittee","https://t.co/eXru2lZUQH",TRUE,4120,15381,240,344,821,"2011-01-21 18:28:47","en","https://t.co/eXru2lZUQH","http://www.lobiondo.house.gov","http://pbs.twimg.com/profile_images/913374717247201280/hhShgp5L_normal.jpg","https://pbs.twimg.com/profile_banners/241207373/1414343407","http://pbs.twimg.com/profile_background_images/639763527/rmww49dpyi64fexbqlyh.jpeg"
412209,"Dave Loebsack","Loebsack","","Dave","House","D"," Democrat","Iowa"," centrist Democrat",0.426447781021,0.430287051572,"https://projects.propublica.org/represent/members/L000565-dave-loebsack",17,284,"8.9%","1.8%","https://twitter.com/DaveLoebsack","x510516465","Dave Loebsack","daveloebsack","Iowa's 2nd District","Fighting for the hardworking people of Iowa",NA,TRUE,919,7009,579,29,512,"2012-03-01 16:52:06","en",NA,NA,"http://pbs.twimg.com/profile_images/880546146153889792/TGLWXSy-_normal.jpg","https://pbs.twimg.com/profile_banners/510516465/1360003545","http://abs.twimg.com/images/themes/theme1/bg.png"
400245,"Zoe Lofgren","Lofgren","","Zoe","House","D"," Democrat","Calif."," progressive Democratic leader",0.208957702778,0.719035222555,"https://projects.propublica.org/represent/members/L000397-zoe-lofgren",14,527,"6.0%","1.9%","https://twitter.com/RepZoeLofgren","x267938462","Rep. Zoe Lofgren","RepZoeLofgren","","Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy","http://t.co/gxyqi3ANcp",TRUE,2061,32313,106,19,982,"2011-03-17 21:06:21","en","http://t.co/gxyqi3ANcp","http://lofgren.house.gov","http://pbs.twimg.com/profile_images/510125443094024192/eVbv3QDN_normal.jpeg","https://pbs.twimg.com/profile_banners/267938462/1392215420","http://abs.twimg.com/images/themes/theme1/bg.png"
412445,"Billy Long","Long","","Billy","House","R"," Republican","Mo."," conservative Republican",0.891411253353,0.637516648886,"https://projects.propublica.org/represent/members/L000576-billy-long",10,139,"3.2%","12.2%","https://twitter.com/USRepLong","x1444015610","U.S. Rep. Billy Long","USRepLong","","Representing Missouri’s 7th District in the United States Congress Member of the House Energy and Commerce Committee","https://t.co/uG5DCdtUfQ",TRUE,5991,14775,4436,186,516,"2013-05-20 15:02:21","en","https://t.co/uG5DCdtUfQ","http://long.house.gov","http://pbs.twimg.com/profile_images/931238240396423168/Zew9SE9S_normal.jpg","https://pbs.twimg.com/profile_banners/1444015610/1369083530","http://abs.twimg.com/images/themes/theme1/bg.png"
412624,"Barry Loudermilk","Loudermilk","","Barry","House","R"," Republican","Ga."," rank-and-file Republican",0.793508976133,0.374429797502,"https://projects.propublica.org/represent/members/L000583-barry-loudermilk",8,143,"2.9%","9.3%","https://twitter.com/RepLoudermilk","x2914163523","Barry Loudermilk","RepLoudermilk","","Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.","https://t.co/FWd4vPQ7Po",TRUE,1665,10053,1555,397,374,"2014-12-10 18:53:17","en","https://t.co/FWd4vPQ7Po","https://loudermilk.house.gov/","http://pbs.twimg.com/profile_images/578949791146725376/LSA2VpBg_normal.jpeg","https://pbs.twimg.com/profile_banners/2914163523/1426885150","http://abs.twimg.com/images/themes/theme1/bg.png"
